,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
474,tt2334873,Blue Jasmine,['Woody Allen'],['Woody Allen'],"['Cate Blanchett', 'Alec Baldwin', 'Peter Sarsgaard']",['Drama'],English,USA,1h 38min,PG-13,23-Aug-13,78.0,18000000.0,Sony Pictures Classics
475,tt0081150,Melvin and Howard,['Jonathan Demme'],['Bo Goldman'],"['Paul Le Mat', 'Jason Robards', 'Elizabeth Cheshire']","['Comedy', 'Drama']",English,USA,1h 35min,R,19-Sep-80,,7000000.0,Universal Pictures
476,tt0100405,Pretty Woman,['Garry Marshall'],['J.F. Lawton'],"['Richard Gere', 'Julia Roberts', 'Jason Alexander']","['Comedy', 'Romance']",English,USA,1h 59min,R,23-Mar-90,51.0,14000000.0,Buena Vista Pictures
477,tt0079522,Manhattan,['Woody Allen'],"['Woody Allen', 'Marshall Brickman']","['Woody Allen', 'Diane Keaton', 'Mariel Hemingway']","['Comedy', 'Drama', 'Romance']",English,USA,1h 36min,R,25-Apr-79,83.0,9000000.0,United Artists
478,tt0102753,Rambling Rose,['Martha Coolidge'],"['Calder Willingham', 'Calder Willingham']","['Laura Dern', 'Robert Duvall', 'Diane Ladd']",['Drama'],English,USA,1h 52min,R,20-Sep-91,,7500000.0,Seven Arts
479,tt0097276,"Enemies, A Love Story",['Paul Mazursky'],"['Isaac Bashevis Singer', 'Roger L. Simon', '1 more credit']","['Ron Silver', 'Anjelica Huston', 'Lena Olin']","['Comedy', 'Drama', 'Romance']",English,USA,1h 59min,R,13-Dec-89,,9500000.0,Twentieth Century Fox
480,tt0488478,12,['Nikita Mikhalkov'],"['Nikita Mikhalkov', 'Aleksandr Novototskiy-Vlasov', '2 more credits']","['Sergey Makovetskiy', 'Sergey Garmash', 'Apti Magamaev']","['Crime', 'Drama', 'Thriller']",Russian,Russia,2h 39min,PG-13,20-Sep-07,72.0,4000000.0,Sony Pictures Classics
481,tt0084591,"Reuben, Reuben",['Robert Ellis Miller'],"['Peter De Vries', 'Herman Shumlin', '1 more credit']","['Tom Conti', 'Kelly McGillis', 'Roberts Blossom']","['Comedy', 'Drama', 'Romance']",English,USA,1h 41min,R,16-Dec-83,,3500000.0,20th Century Fox International Classics
482,tt0090223,Twice in a Lifetime,['Bud Yorkin'],['Colin Welland'],"['Gene Hackman', 'Ann-Margret', 'Ellen Burstyn']","['Drama', 'Romance']",English,USA,1h 51min,R,8-Nov-85,58.0,8000000.0,Bud Yorkin Productions
483,tt1235166,A Prophet,['Jacques Audiard'],"['Thomas Bidegain', 'Jacques Audiard', '2 more credits']","['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif']","['Crime', 'Drama']",French,France,2h 35min,R,26-Mar-10,90.0,13000000.0,Sony Pictures Classics
484,tt3808342,Son of Saul,['László Nemes'],"['László Nemes', 'Clara Royer']","['Géza Röhrig', 'Levente Molnár', 'Urs Rechn']","['Drama', 'War']",Hungarian,Hungary,1h 47min,R,11-Jun-15,91.0,,Sony Pictures Classics
485,tt0449059,Little Miss Sunshine,"['Jonathan Dayton', 'Valerie Faris']",['Michael Arndt'],"['Steve Carell', 'Toni Collette', 'Greg Kinnear']","['Comedy', 'Drama']",English,USA,1h 41min,R,18-Aug-06,80.0,8000000.0,Fox Searchlight Pictures
486,tt0110932,Quiz Show,['Robert Redford'],"['Paul Attanasio', 'Richard N. Goodwin']","['Ralph Fiennes', 'John Turturro', 'Rob Morrow']","['Biography', 'Drama', 'History']",English,USA,2h 13min,PG-13,7-Oct-94,92.0,31000000.0,Buena Vista Pictures
487,tt0139654,Training Day,['Antoine Fuqua'],['David Ayer'],"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']","['Crime', 'Drama', 'Thriller']",English,USA,2h 2min,R,5-Oct-01,69.0,45000000.0,Warner Bros.
488,tt0110882,Before the Rain,['Milcho Manchevski'],['Milcho Manchevski'],"['Katrin Cartlidge', 'Rade Serbedzija', 'Grégoire Colin']","['Drama', 'War']",Macedonian,Republic of North Macedonia,1h 53min,Not Rated,24-Feb-95,,1900000.0,Gramercy Pictures
489,tt0093105,"Good Morning, Vietnam",['Barry Levinson'],['Mitch Markowitz'],"['Robin Williams', 'Forest Whitaker', 'Tom. T. Tran']","['Biography', 'Comedy', 'Drama', 'War']",English,USA,2h 1min,R,15-Jan-88,67.0,13000000.0,Buena Vista Pictures
490,tt0104237,Damage,['Louis Malle'],"['David Hare', 'Josephine Hart']","['Jeremy Irons', 'Juliette Binoche', 'Miranda Richardson']","['Drama', 'Romance']",English,UK,1h 51min,R,22-Jan-93,,,New Line Cinema
491,tt0092603,Babette's Feast,['Gabriel Axel'],"['Karen Blixen', 'Gabriel Axel']","['Stéphane Audran', 'Bodil Kjer', 'Birgitte Federspiel']",['Drama'],Danish,Denmark,1h 43min,G,4-Mar-88,78.0,,Orion Classics
492,tt0079239,The Great Santini,['Lewis John Carlino'],"['Pat Conroy', 'Lewis John Carlino']","['Robert Duvall', 'Blythe Danner', ""Michael O'Keefe""]",['Drama'],English,USA,1h 55min,PG,26-Oct-79,64.0,,Orion Pictures
493,tt0087091,Country,['Richard Pearce'],['William D. Wittliff'],"['Jessica Lange', 'Sam Shepard', 'Wilford Brimley']",['Drama'],English,USA,1h 45min,PG,29-Sep-84,,,Buena Vista Pictures
494,tt0976051,The Reader,['Stephen Daldry'],"['David Hare', 'Bernhard Schlink']","['Kate Winslet', 'Ralph Fiennes', 'Bruno Ganz']","['Drama', 'Romance']",English,Germany,2h 4min,R,30-Jan-09,58.0,32000000.0,The Weinstein Company
495,tt1800241,American Hustle,['David O. Russell'],"['Eric Warren Singer', 'David O. Russell']","['Christian Bale', 'Amy Adams', 'Bradley Cooper']","['Crime', 'Drama']",English,USA,2h 18min,R,20-Dec-13,90.0,40000000.0,Sony Pictures Releasing
496,tt0185125,All About My Mother,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Cecilia Roth', 'Marisa Paredes', 'Candela Peña']",['Drama'],Spanish,Spain,1h 41min,R,31-Mar-00,87.0,,Sony Pictures Classics
497,tt0109446,The Client,['Joel Schumacher'],"['John Grisham', 'Akiva Goldsman', '1 more credit']","['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']","['Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,1h 59min,PG-13,20-Jul-94,65.0,45000000.0,Warner Bros.
498,tt2431286,Philomena,['Stephen Frears'],"['Steve Coogan', 'Jeff Pope', '1 more credit']","['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark']","['Biography', 'Comedy', 'Drama']",English,UK,1h 38min,PG-13,27-Nov-13,77.0,12000000.0,The Weinstein Company
499,tt0109830,Forrest Gump,['Robert Zemeckis'],"['Winston Groom', 'Eric Roth']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']","['Drama', 'Romance']",English,USA,2h 22min,PG-13,6-Jul-94,82.0,55000000.0,Paramount Pictures
500,tt0083543,Alsino and the Condor,['Miguel Littin'],"['Isidora Aguirre', 'Miguel Littin', '2 more credits']","['Dean Stockwell', 'Alan Esquivel', 'Carmen Bunster']","['Drama', 'War']",Spanish,Nicaragua,1h 29min,PG,1982,,,Libra Cinema 5
501,tt0879843,Katyn,['Andrzej Wajda'],"['Andrzej Mularczyk', 'Przemyslaw Nowakowski', '2 more credits']","['Andrzej Chyra', 'Maja Ostaszewska', 'Artur Zmijewski']","['Drama', 'History', 'War']",Polish,Poland,2h 1min,Not Rated,21-Sep-07,81.0,,Koch Lorber Films
502,tt0115751,Breaking the Waves,['Lars von Trier'],"['Lars von Trier', 'Peter Asmussen']","['Emily Watson', 'Stellan Skarsgård', 'Katrin Cartlidge']",['Drama'],English,Denmark,2h 39min,R,13-Nov-96,76.0,,October Films
503,tt0118564,Affliction,['Paul Schrader'],"['Russell Banks', 'Paul Schrader']","['Nick Nolte', 'Sissy Spacek', 'James Coburn']","['Drama', 'Mystery', 'Thriller']",English,USA,1h 54min,R,19-Feb-99,79.0,6000000.0,Lions Gate Films
504,tt0245712,Amores Perros,['Alejandro G. Iñárritu'],['Guillermo Arriaga'],"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo']","['Drama', 'Thriller']",Spanish,Mexico,2h 34min,R,13-Apr-01,83.0,2000000.0,Lions Gate Films Home Entertainment
505,tt0475276,United 93,['Paul Greengrass'],['Paul Greengrass'],"['David Alan Basche', 'Olivia Thirlby', 'Liza Colón-Zayas']","['Action', 'Drama', 'History', 'Thriller']",English,USA,1h 51min,R,28-Apr-06,90.0,15000000.0,Universal Pictures
506,tt0100395,Postcards from the Edge,['Mike Nichols'],"['Carrie Fisher', 'Carrie Fisher']","['Meryl Streep', 'Shirley MacLaine', 'Dennis Quaid']","['Comedy', 'Drama']",English,USA,1h 41min,R,14-Sep-90,71.0,22000000.0,Columbia Pictures
507,tt0395169,Hotel Rwanda,['Terry George'],"['Keir Pearson', 'Terry George']","['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix']","['Biography', 'Drama', 'History', 'War']",English,UK,2h 1min,PG-13,4-Feb-05,79.0,17500000.0,United Artists
508,tt0100200,Mr. & Mrs. Bridge,['James Ivory'],"['Evan S. Connell', 'Ruth Prawer Jhabvala']","['Paul Newman', 'Joanne Woodward', 'Saundra McClain']",['Drama'],English,UK,2h 6min,PG-13,18-Jan-91,73.0,,Miramax
509,tt0167260,The Lord of the Rings: The Return of the King,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', '2 more credits']","['Elijah Wood', 'Viggo Mortensen', 'Ian McKellen']","['Action', 'Adventure', 'Drama', 'Fantasy']",English,New Zealand,3h 21min,PG-13,17-Dec-03,94.0,94000000.0,New Line Cinema
510,tt0120601,Being John Malkovich,['Spike Jonze'],['Charlie Kaufman'],"['John Cusack', 'Cameron Diaz', 'Catherine Keener']","['Comedy', 'Drama', 'Fantasy']",English,USA,1h 53min,R,3-Dec-99,90.0,13000000.0,USA Films
511,tt0092584,Asignatura aprobada,['José Luis Garci'],"['José Luis Garci', 'José Luis Garci', '2 more credits']","['Jesús Puente', 'Victoria Vera', 'Teresa Gimpera']",['Drama'],Spanish,Spain,1h 34min,1h 34min,,,,
512,tt1057500,Invictus,['Clint Eastwood'],"['Anthony Peckham', 'John Carlin']","['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge']","['Biography', 'Drama', 'History', 'Sport']",English,USA,2h 14min,PG-13,11-Dec-09,74.0,60000000.0,Warner Bros.
513,tt0110880,Poussières de vie,['Rachid Bouchareb'],"['Duyen Anh', 'Rachid Bouchareb', '1 more credit']","['Daniel Guyant', 'Gilles Chitlaphone', 'Jehan Pagès']",['Drama'],French,France,1h 27min,1h 27min,,,,
514,tt0091886,Salvador,['Oliver Stone'],"['Oliver Stone', 'Richard Boyle']","['James Woods', 'Jim Belushi', 'Michael Murphy']","['Drama', 'History', 'Thriller', 'War']",English,UK,2h 2min,R,23-Apr-86,69.0,4500000.0,Hemdale
515,tt1313092,Animal Kingdom,['David Michôd'],['David Michôd'],"['James Frecheville', 'Guy Pearce', 'Joel Edgerton']","['Crime', 'Drama']",English,Australia,1h 53min,R,3-Jun-10,83.0,,Sony Pictures Classics
516,tt0113987,Nixon,['Oliver Stone'],"['Stephen J. Rivele', 'Christopher Wilkinson', '1 more credit']","['Anthony Hopkins', 'Joan Allen', 'Powers Boothe']","['Biography', 'Drama', 'History']",English,USA,3h 12min,R,5-Jan-96,66.0,44000000.0,Buena Vista Pictures
517,tt0104756,Lorenzo's Oil,['George Miller'],"['George Miller', 'Nick Enright']","['Nick Nolte', 'Susan Sarandon', 'Peter Ustinov']",['Drama'],English,USA,2h 9min,PG-13,29-Jan-93,80.0,30000000.0,Universal Pictures
518,tt1517451,A Star Is Born,['Bradley Cooper'],"['Eric Roth', 'Bradley Cooper', '7 more credits']","['Lady Gaga', 'Bradley Cooper', 'Sam Elliott']","['Drama', 'Music', 'Romance']",English,USA,2h 16min,R,5-Oct-18,88.0,36000000.0,Warner Bros.
519,tt2852406,Omar,['Hany Abu-Assad'],['Hany Abu-Assad'],"['Adam Bakri', 'Leem Lubany', 'Eyad Hourani']","['Crime', 'Drama', 'Romance', 'Thriller', 'War']",Arabic,Palestine,1h 38min,Not Rated,1-Aug-13,75.0,2100000.0,Adopt Films
520,tt8579674,1917,['Sam Mendes'],"['Sam Mendes', 'Krysty Wilson-Cairns']","['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays']","['Drama', 'War']",English,USA,1h 59min,R,10-Jan-20,78.0,95000000.0,Universal Pictures
521,tt0119942,Primary Colors,['Mike Nichols'],"['Joe Klein', 'Elaine May']","['John Travolta', 'Emma Thompson', 'Kathy Bates']","['Comedy', 'Drama']",English,UK,2h 23min,R,20-Mar-98,70.0,65000000.0,Universal Pictures
522,tt7125860,If Beale Street Could Talk,['Barry Jenkins'],"['Barry Jenkins', 'James Baldwin']","['KiKi Layne', 'Stephan James', 'Regina King']","['Drama', 'Romance']",English,USA,1h 59min,R,25-Dec-18,87.0,12000000.0,Annapurna Pictures
523,tt0458352,The Devil Wears Prada,['David Frankel'],"['Aline Brosh McKenna', 'Lauren Weisberger']","['Anne Hathaway', 'Meryl Streep', 'Adrian Grenier']","['Comedy', 'Drama']",English,USA,1h 49min,PG-13,30-Jun-06,62.0,35000000.0,Fox 2000 Pictures
524,tt0078718,And Justice for All,['Norman Jewison'],"['Valerie Curtin', 'Barry Levinson']","['Al Pacino', 'Jack Warden', 'John Forsythe']","['Crime', 'Drama', 'Thriller']",English,USA,1h 59min,R,19-Oct-79,58.0,,Columbia Pictures
525,tt5726616,Call Me by Your Name,['Luca Guadagnino'],"['James Ivory', 'André Aciman']","['Armie Hammer', 'Timothée Chalamet', 'Michael Stuhlbarg']","['Drama', 'Romance']",English,Italy,2h 12min,R,19-Jan-18,93.0,,Sony Pictures Classics
526,tt0102713,The Prince of Tides,['Barbra Streisand'],"['Pat Conroy', 'Pat Conroy', '1 more credit']","['Barbra Streisand', 'Nick Nolte', 'Blythe Danner']","['Drama', 'Romance']",English,USA,2h 12min,R,25-Dec-91,65.0,30000000.0,Columbia Pictures
527,tt1322269,August: Osage County,['John Wells'],"['Tracy Letts', 'Tracy Letts']","['Meryl Streep', 'Dermot Mulroney', 'Julia Roberts']","['Comedy', 'Drama']",English,USA,2h 1min,R,10-Jan-14,58.0,25000000.0,The Weinstein Company
528,tt2080374,Steve Jobs,['Danny Boyle'],"['Aaron Sorkin', 'Walter Isaacson']","['Michael Fassbender', 'Kate Winslet', 'Seth Rogen']","['Biography', 'Drama']",English,UK,2h 2min,R,23-Oct-15,82.0,30000000.0,Universal Pictures
529,tt0101516,Bugsy,['Barry Levinson'],"['James Toback', 'Dean Jennings']","['Warren Beatty', 'Annette Bening', 'Harvey Keitel']","['Biography', 'Crime', 'Drama']",English,USA,2h 16min,R,20-Dec-91,80.0,30000000.0,TriStar Pictures
530,tt0090257,Vesnicko má stredisková,['Jirí Menzel'],"['Zdenek Sverák', 'Zdenek Sverák']","['János Bán', 'Marián Labuda', 'Rudolf Hrusínský']",['Comedy'],Czech,Czechoslovakia,1h 38min,PG,9-Jan-87,,,Circle Films
531,tt1649419,The Impossible,['J.A. Bayona'],"['Sergio G. Sánchez', 'María Belón']","['Naomi Watts', 'Ewan McGregor', 'Tom Holland']","['Drama', 'History', 'Thriller']",English,Spain,1h 54min,PG-13,4-Jan-13,73.0,45000000.0,Lionsgate
532,tt0090206,Three Men and a Cradle,['Coline Serreau'],['Coline Serreau'],"['Roland Giraud', 'Michel Boujenah', 'André Dussollier']",['Comedy'],French,France,1h 46min,PG-13,25-Apr-86,44.0,,Home Vision Entertainment
533,tt0081398,Raging Bull,['Martin Scorsese'],"['Jake LaMotta', 'Joseph Carter', '3 more credits']","['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci']","['Biography', 'Drama', 'Sport']",English,USA,2h 9min,R,19-Dec-80,89.0,18000000.0,United Artists
534,tt0783233,Atonement,['Joe Wright'],"['Ian McEwan', 'Christopher Hampton']","['Keira Knightley', 'James McAvoy', 'Brenda Blethyn']","['Drama', 'Mystery', 'Romance', 'War']",English,UK,2h 3min,R,11-Jan-08,85.0,30000000.0,Focus Features
535,tt3076658,Creed,['Ryan Coogler'],"['Ryan Coogler', 'Aaron Covington', '2 more credits']","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson']","['Drama', 'Sport']",English,USA,2h 13min,PG-13,25-Nov-15,82.0,35000000.0,Warner Bros.
536,tt3659388,The Martian,['Ridley Scott'],"['Drew Goddard', 'Andy Weir']","['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']","['Adventure', 'Drama', 'Sci-Fi']",English,UK,2h 24min,PG-13,2-Oct-15,80.0,108000000.0,Twentieth Century Fox
537,tt0241303,Chocolat,['Lasse Hallström'],"['Joanne Harris', 'Robert Nelson Jacobs']","['Juliette Binoche', 'Judi Dench', 'Alfred Molina']","['Drama', 'Romance']",English,UK,2h 1min,PG-13,19-Jan-01,64.0,25000000.0,Miramax
538,tt0087538,The Karate Kid,['John G. Avildsen'],['Robert Mark Kamen'],"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue']","['Action', 'Drama', 'Family', 'Sport']",English,USA,2h 6min,PG,22-Jun-84,60.0,8000000.0,Columbia Pictures
539,tt3750872,The Wife,['Björn Runge'],"['Jane Anderson', 'Meg Wolitzer']","['Glenn Close', 'Jonathan Pryce', 'Max Irons']",['Drama'],English,UK,1h 39min,R,28-Sep-18,77.0,,Sony Pictures Classics
540,tt1663202,The Revenant,['Alejandro G. Iñárritu'],"['Mark L. Smith', 'Alejandro G. Iñárritu', '1 more credit']","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']","['Action', 'Adventure', 'Drama', 'History', 'Western']",English,USA,2h 36min,R,8-Jan-16,76.0,135000000.0,Twentieth Century Fox
541,tt0104466,Husbands and Wives,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Mia Farrow', 'Sydney Pollack']","['Comedy', 'Drama', 'Romance']",English,USA,1h 48min,R,18-Sep-92,,20000000.0,TriStar Pictures
542,tt1077262,Ajami,"['Scandar Copti', 'Yaron Shani']","['Scandar Copti', 'Yaron Shani']","['Fouad Habash', 'Nisrin Siksik', 'Elias Saba']","['Crime', 'Drama']",Arabic,Germany,2h 4min,Not Rated,17-Sep-09,82.0,1000000.0,Kino International
543,tt0124315,The Cider House Rules,['Lasse Hallström'],"['John Irving', 'John Irving']","['Tobey Maguire', 'Charlize Theron', 'Michael Caine']","['Drama', 'Romance']",English,USA,2h 6min,PG-13,7-Jan-00,75.0,24000000.0,Miramax
544,tt0093277,Ironweed,['Hector Babenco'],"['William Kennedy', 'William Kennedy']","['Jack Nicholson', 'Meryl Streep', 'Carroll Baker']",['Drama'],English,USA,2h 23min,R,12-Feb-88,56.0,27000000.0,TriStar Pictures
545,tt6938828,At Eternity's Gate,['Julian Schnabel'],"['Jean-Claude Carrière', 'Julian Schnabel', '1 more credit']","['Willem Dafoe', 'Rupert Friend', 'Oscar Isaac']","['Biography', 'Drama']",English,Ireland,1h 51min,PG-13,15-Feb-19,76.0,,CBS Films
546,tt0433383,"Good Night, and Good Luck.",['George Clooney'],"['George Clooney', 'Grant Heslov']","['David Strathairn', 'George Clooney', 'Patricia Clarkson']","['Biography', 'Drama', 'History']",English,USA,1h 33min,PG,4-Nov-05,80.0,7000000.0,Warner Independent Pictures
547,tt0468489,Half Nelson,['Ryan Fleck'],"['Ryan Fleck', 'Anna Boden']","['Ryan Gosling', 'Anthony Mackie', 'Shareeka Epps']",['Drama'],English,USA,1h 46min,R,22-Sep-06,85.0,700000.0,THINKFilm
548,tt0109707,Ed Wood,['Tim Burton'],"['Rudolph Grey', 'Scott Alexander', '1 more credit']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker']","['Biography', 'Comedy', 'Drama']",English,USA,2h 7min,R,7-Oct-94,70.0,18000000.0,Buena Vista Pictures
549,tt0147004,Little Voice,['Mark Herman'],"['Jim Cartwright', 'Mark Herman']","['Brenda Blethyn', 'Jane Horrocks', 'Michael Caine']","['Comedy', 'Drama', 'Music', 'Romance']",English,UK,1h 37min,R,4-Dec-98,68.0,,Miramax
550,tt0240200,Water,['Deepa Mehta'],"['Anurag Kashyap', 'Deepa Mehta']","['Lisa Ray', 'John Abraham', 'Seema Biswas']",['Drama'],Hindi,Canada,1h 57min,PG-13,26-May-06,77.0,,Fox Searchlight Pictures
551,tt0094291,Wall Street,['Oliver Stone'],"['Stanley Weiser', 'Oliver Stone']","['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie']","['Crime', 'Drama']",English,USA,2h 6min,R,11-Dec-87,56.0,15000000.0,Twentieth Century Fox
552,tt0176415,The Grandfather,['José Luis Garci'],"['José Luis Garci', 'Benito Pérez Galdós', '1 more credit']","['Fernando Fernán Gómez', 'Rafael Alonso', 'Cayetana Guillén Cuervo']",['Drama'],Spanish,Spain,2h 31min,PG,30-Oct-98,57.0,,Miramax
553,tt0102619,Oxen,['Sven Nykvist'],"['Sven Nykvist', 'Lasse Summanen']","['Stellan Skarsgård', 'Ewa Fröling', 'Erland Josephson']",['Drama'],Swedish,Sweden,1h 32min,Not Rated,22-Nov-91,,,Castle Hill Productions
554,tt0450259,Blood Diamond,['Edward Zwick'],"['Charles Leavitt', 'Charles Leavitt', '1 more credit']","['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']","['Adventure', 'Drama', 'Thriller']",English,USA,2h 23min,R,8-Dec-06,64.0,100000000.0,Warner Bros.
555,tt0088322,Under the Volcano,['John Huston'],"['Malcolm Lowry', 'Guy Gallo']","['Albert Finney', 'Jacqueline Bisset', 'Anthony Andrews']",['Drama'],English,Mexico,1h 52min,R,13-Jun-84,70.0,,Universal Pictures
556,tt0100557,The Nasty Girl,['Michael Verhoeven'],['Michael Verhoeven'],"['Lena Stolze', 'Hans-Reinhard Müller', 'Monika Baumgartner']","['Comedy', 'Drama', 'History', 'War']",German,West Germany,1h 32min,PG-13,Mar-91,,,Miramax
557,tt0094142,Throw Momma from the Train,['Danny DeVito'],['Stu Silver'],"['Danny DeVito', 'Billy Crystal', 'Kim Greist']","['Comedy', 'Crime', 'Thriller']",English,USA,1h 28min,PG-13,11-Dec-87,56.0,14000000.0,Orion Pictures
558,tt0765443,Eastern Promises,['David Cronenberg'],['Steven Knight'],"['Naomi Watts', 'Viggo Mortensen', 'Armin Mueller-Stahl']","['Action', 'Crime', 'Drama', 'Thriller']",English,UK,1h 40min,R,21-Sep-07,82.0,,Focus Features
559,tt0942385,Tropic Thunder,['Ben Stiller'],"['Justin Theroux', 'Ben Stiller', '3 more credits']","['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']","['Action', 'Comedy', 'War']",English,USA,1h 47min,R,13-Aug-08,71.0,92000000.0,Paramount Pictures
560,tt1707386,Les Misérables,['Tom Hooper'],"['William Nicholson', 'Alain Boublil', '5 more credits']","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']","['Drama', 'History', 'Musical', 'Romance', 'War']",English,UK,2h 38min,PG-13,25-Dec-12,63.0,61000000.0,Universal Pictures
561,tt0499549,Avatar,['James Cameron'],['James Cameron'],"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",English,USA,2h 42min,PG-13,18-Dec-09,83.0,237000000.0,Twentieth Century Fox
562,tt0285742,Monster's Ball,['Marc Forster'],"['Milo Addica', 'Will Rokos']","['Billy Bob Thornton', 'Halle Berry', 'Taylor Simpson']","['Drama', 'Romance']",English,USA,1h 51min,R,1-Mar-02,69.0,4000000.0,Lions Gate Films
563,tt0110877,Il Postino,"['Michael Radford', 'Massimo Troisi']","['Antonio Skármeta', 'Furio Scarpelli', '6 more credits']","['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta']","['Biography', 'Comedy', 'Drama', 'Romance']",Italian,Italy,1h 48min,PG,22-Mar-96,81.0,3000000.0,Miramax
