,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
2874,tt0082894,Pennies from Heaven,English,USA,108,R,64.0,22000000.0,Metro-Goldwyn-Mayer,Best Costume Design,3,Dennis Potter,Dennis Potter,Herbert Ross,Steve Martin,Bernadette Peters,Jessica Harper,Drama' 'Musical,Drama,Musical,1982-01-01,Winter,1982.0,,,,,,,,,,,,,3,,,2,29.0,53.0,57.4,74.00187265917603,72.63362068965517,66.9375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2877,tt0373175,My Architect,English,USA,116,Unrated,81.0,,New Yorker Films,"Best Documentary, Features",1,Nathaniel Kahn,,Nathaniel Kahn,Edmund Bacon,Edwina Pattison Daniels,Balkrishna Doshi,Documentary' 'Biography,Documentary,Biography,,Fall,,,,,,,,,,,,,,1,,,1,80.0,79.5,78.55555555555556,74.2,72.53125,81.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
2878,tt0121765,Star Wars: Episode II - Attack of the Clones,English,USA,142,PG,54.0,115000000.0,Twentieth Century Fox,Best Visual Effects,1,George Lucas,Jonathan Hales,George Lucas,Hayden Christensen,Natalie Portman,Ewan McGregor,Action' 'Adventure,Action,Adventure,2002-05-16,Spring,2002.0,,,,,,,,,,,51.0,51.0,3,,,2,,,66.54117647058824,69.61320754716981,68.07826086956521,70.2948717948718,51.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,
2879,tt0118884,Contact,English,USA,150,PG,62.0,90000000.0,Warner Bros.,Best Sound,2,James V. Hart,Michael Goldenberg,Robert Zemeckis,Jodie Foster,Matthew McConaughey,Tom Skerritt,Drama' 'Mystery,Drama,Mystery,1997-07-11,Summer,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,69.0,11,60.0,72.5,4,58.0,67.0,73.14814814814815,69.61320754716981,72.34599156118144,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2880,tt0432283,Fantastic Mr. Fox,English,USA,87,PG,83.0,40000000.0,Twentieth Century Fox,"Best Achievement in Music Written for Motion Pictures, Original Score",2,Roald Dahl,Wes Anderson,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Animation' 'Adventure,Animation,Adventure,2009-11-25,Fall,2009.0,,,,,,,,,,,76.0,76.0,5,82.0,65.5,8,76.0,62.5,74.51020408163265,69.61320754716981,72.53125,70.2948717948718,72.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
2882,tt0080360,Altered States,English,USA,102,R,58.0,59703105.59006211,Warner Bros.,"Best Music, Original Score",2,Paddy Chayefsky,Paddy Chayefsky,Ken Russell,William Hurt,Blair Brown,Bob Balaban,Horror' 'Sci-Fi,Horror,Sci-Fi,1980-12-25,Winter,1980.0,,,,,,,,,,,,,1,,,5,28.0,40.0,49.0,74.00187265917603,72.63362068965517,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2884,tt0080716,Fame,English,USA,134,R,58.0,18793103.44827586,Metro-Goldwyn-Mayer,Best Film Editing,5,Christopher Gore,,Alan Parker,Eddie Barth,Irene Cara,Lee Curreri,Drama' 'Music,Drama,Music,1980-05-16,Spring,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,4,,,1,,,66.48148148148148,74.00187265917603,68.07826086956521,66.9375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
2889,tt2120152,The Invisible War,English,USA,93,Not Rated,75.0,,Cinedigm Entertainment Group,"Best Documentary, Features",1,Kirby Dick,Amy Ziering,Kirby Dick,Amy Ziering,Kirby Dick,Kori Cioca,Documentary' 'Crime,Documentary,Crime,2012-01-20,Winter,2012.0,,,,,,,,,,,,,2,,,1,83.0,79.0,77.66666666666667,78.44117647058823,72.63362068965517,75.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,
2890,tt0164912,Stuart Little,English,Germany,84,PG,61.0,133000000.0,Columbia Pictures,"Best Effects, Visual Effects",1,E.B. White,M. Night Shyamalan,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Adventure' 'Comedy,Adventure,Comedy,1999-12-17,Winter,1999.0,,,,,,,,,,,,,1,57.0,72.0,3,51.0,51.0,65.14285714285714,69.61320754716981,72.63362068965517,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2891,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,English,USA,84,R,89.0,18000000.0,Twentieth Century Fox,"Best Writing, Adapted Screenplay",1,Sacha Baron Cohen,Anthony Hines,Larry Charles,Sacha Baron Cohen,Ken Davitian,Luenell,Comedy,Comedy,,2006-11-03,Fall,2006.0,,,,,,,,,,,,,1,,,1,75.0,82.5,67.63636363636364,74.00187265917603,72.53125,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2892,tt0079945,Star Trek: The Motion Picture,English,USA,132,G,48.0,35000000.0,Paramount Pictures,Best Art Direction-Set Decoration,3,Gene Roddenberry,Harold Livingston,Robert Wise,William Shatner,Leonard Nimoy,DeForest Kelley,Adventure' 'Mystery,Adventure,Mystery,1979-12-08,Winter,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,3,,,55.0,75.32352941176471,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,
2895,tt0962736,The Young Victoria,English,UK,105,PG,64.0,35000000.0,Apparition,Best Achievement in Art Direction,3,Julian Fellowes,,Jean-Marc Vallée,Emily Blunt,Rupert Friend,Paul Bettany,Biography' 'Drama,Biography,Drama,2010-01-08,Winter,2010.0,,,,,,,,,,,,,3,,,3,65.0,61.0,73.6046511627907,69.61320754716981,72.63362068965517,72.5,90.0,90.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2898,tt5816682,Victoria & Abdul,Arabic,UK,111,PG-13,58.0,21000000.0,Focus Features,Best Achievement in Costume Design,2,Lee Hall,Shrabani Basu,Stephen Frears,Judi Dench,Ali Fazal,Tim Pigott-Smith,Biography' 'Drama,Biography,Drama,2017-10-06,Fall,2017.0,,,,,,,,,,,71.0,74.0,9,77.0,74.0,5,60.0,63.5,73.6046511627907,69.28664495114006,72.53125,78.0,72.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2900,tt0090022,Silverado,English,USA,133,PG-13,64.0,26000000.0,Columbia Pictures,"Best Music, Original Score",2,Lawrence Kasdan,Mark Kasdan,Lawrence Kasdan,Kevin Kline,Scott Glenn,Kevin Costner,Action' 'Crime,Action,Crime,1985-07-10,Summer,1985.0,,,,,,,,,,,61.0,61.0,4,,,2,58.0,43.0,70.6470588235294,69.28664495114006,72.34599156118144,68.90277777777777,61.0,59.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2902,tt0245429,Spirited Away,Japanese,Japan,125,PG,96.0,19000000.0,Fathom Events,Best Animated Feature,1,Hayao Miyazaki,,Hayao Miyazaki,Daveigh Chase,Suzanne Pleshette,Miyu Irino,Animation' 'Adventure,Animation,Adventure,2003-03-28,Winter,2003.0,,,,,,,,,,,,,2,73.0,73.0,2,60.0,66.5,74.51020408163265,69.61320754716981,72.63362068965517,69.75,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2903,tt1019452,A Serious Man,English,USA,106,R,84.0,7000000.0,Focus Features,Best Motion Picture of the Year,2,Joel Coen,Ethan Coen,Ethan Coen,Michael Stuhlbarg,Richard Kind,Sari Lennick,Comedy' 'Drama,Comedy,Drama,2009-11-06,Fall,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,91.0,6,,,1,69.0,75.0,75.18518518518519,74.00187265917603,72.53125,78.0,91.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,tt1392214,Prisoners,English,USA,153,R,70.0,46000000.0,Warner Bros.,Best Achievement in Cinematography,1,Aaron Guzikowski,,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Viola Davis,Crime' 'Drama,Crime,Drama,2013-09-20,Fall,2013.0,,,,,,,,,,,80.0,80.0,5,63.0,63.0,4,73.0,77.0,73.75,74.00187265917603,72.53125,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2906,tt0090848,The Clan of the Cave Bear,English,USA,98,R,34.0,15000000.0,Warner Bros.,Best Makeup,1,Jean M. Auel,John Sayles,Michael Chapman,Daryl Hannah,Pamela Reed,James Remar,Adventure' 'Drama,Adventure,Drama,1986-01-17,Winter,1986.0,,,,,,,,,,,,,1,,,1,46.0,59.5,70.24137931034483,74.00187265917603,72.63362068965517,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2907,tt1313104,The Cove,English,USA,92,PG-13,84.0,27011627.906976745,Lionsgate,"Best Documentary, Features",1,Mark Monroe,,Louie Psihoyos,"""Richard O'Barry""",Louie Psihoyos,Hardy Jones,Documentary' 'Biography,Documentary,Biography,2009-08-07,Summer,2009.0,,,,,,,,,,,,,2,,,1,80.0,84.5,78.55555555555556,69.28664495114006,72.34599156118144,77.78571428571429,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2908,tt5804038,I Am Not Your Negro,English,Switzerland,93,PG-13,95.0,2900000.0,Magnolia Pictures,Best Documentary Feature,1,James Baldwin,Raoul Peck,Raoul Peck,Samuel L. Jackson,James Baldwin,Martin Luther King,Documentary,Documentary,,2017-02-17,Winter,2017.0,,,,,,,,,,,,,1,68.0,68.0,2,75.0,75.0,81.3076923076923,69.28664495114006,72.63362068965517,80.9090909090909,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
2909,tt0301727,Winged Migration,French,France,89,G,82.0,11936764.705882356,Sony Pictures Classics,"Best Documentary, Features",1,Jean Dorst,Stéphane Durand,Jacques Perrin,Jacques Perrin,Philippe Labro,,Documentary,Documentary,,2003-08-29,Summer,2003.0,,,,,,,,,,,,,1,,,1,72.0,72.5,81.3076923076923,75.32352941176471,72.34599156118144,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,
2910,tt0109444,Clear and Present Danger,English,USA,141,PG-13,74.0,62000000.0,Paramount Pictures,"Best Effects, Sound Effects Editing",2,Tom Clancy,Donald E. Stewart,Phillip Noyce,Harrison Ford,Willem Dafoe,Anne Archer,Action' 'Crime,Action,Crime,1994-08-03,Summer,1994.0,,,,,,,,,,,,,3,87.0,76.0,9,78.0,73.0,70.6470588235294,69.28664495114006,72.34599156118144,66.97029702970298,58.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2912,tt0089560,Mask,English,USA,120,PG-13,73.0,8000000.0,Universal Pictures,Best Makeup,1,Anna Hamilton Phelan,,Peter Bogdanovich,Cher,Eric Stoltz,Sam Elliott,Biography' 'Drama,Biography,Drama,1985-03-22,Winter,1985.0,,,,,,,,,,,,,1,,,2,60.0,60.0,73.6046511627907,69.28664495114006,72.63362068965517,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
2913,tt0117500,The Rock,English,USA,136,R,58.0,75000000.0,Buena Vista Pictures,Best Sound,1,David Weisberg,Douglas Cook,Michael Bay,Sean Connery,Nicolas Cage,Ed Harris,Action' 'Adventure,Action,Adventure,1996-06-07,Summer,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,7,58.0,53.0,4,76.0,68.0,66.54117647058824,74.00187265917603,72.34599156118144,68.88636363636364,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2914,tt0110357,The Lion King,English,USA,88,G,88.0,45000000.0,Buena Vista Pictures,"Best Music, Original Score",3,Irene Mecchi,Jonathan Roberts,Roger Allers,Matthew Broderick,Jeremy Irons,James Earl Jones,Animation' 'Adventure,Animation,Adventure,1994-06-24,Summer,1994.0,,,,,,,,,,,,,1,78.0,77.5,4,88.0,72.5,74.51020408163265,75.32352941176471,72.34599156118144,68.88636363636364,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,
2916,tt0387877,The Black Dahlia,English,USA,121,R,49.0,50000000.0,Universal Pictures,Best Achievement in Cinematography,1,Josh Friedman,James Ellroy,Brian De Palma,Josh Hartnett,Aaron Eckhart,Scarlett Johansson,Crime' 'Drama,Crime,Drama,2006-09-15,Fall,2006.0,,,,,,,,,,,79.0,79.0,2,74.0,74.0,2,69.0,69.5,73.75,74.00187265917603,72.53125,67.13953488372093,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2917,tt0796366,Star Trek,English,USA,127,PG-13,82.0,150000000.0,Paramount Pictures,Best Achievement in Sound Mixing,4,Roberto Orci,Alex Kurtzman,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Action' 'Adventure,Action,Adventure,2009-05-08,Spring,2009.0,,,,,,,,,,,,,4,,,3,61.0,64.5,66.54117647058824,69.28664495114006,68.07826086956521,66.97029702970298,61.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
2921,tt0080310,Breaker Morant,English,Australia,107,PG,72.0,,New World Pictures,"Best Writing, Screenplay Based on Material from Another Medium",1,Jonathan Hardy,David Stevens,Bruce Beresford,Edward Woodward,Jack Thompson,John Waters,Drama' 'History,Drama,History,1980-07-03,Summer,1980.0,,,,,,,,,,,,,3,,,1,,,70.2,69.61320754716981,72.34599156118144,67.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2922,tt3652526,Fire at Sea,Italian,Italy,114,Unrated,87.0,,Kino Lorber,Best Documentary Feature,1,Gianfranco Rosi,Carla Cattani,Gianfranco Rosi,Samuele Pucillo,Mattias Cucina,Samuele Caruana,Documentary,Documentary,,,Fall,,,,,,,,,,,,,,1,,,1,83.0,84.5,81.3076923076923,74.2,72.53125,87.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
2923,tt0305206,American Splendor,English,USA,101,R,90.0,,HBO Films,"Best Writing, Adapted Screenplay",1,Harvey Pekar,Joyce Brabner,Shari Springer Berman,Paul Giamatti,Shari Springer Berman,Harvey Pekar,Biography' 'Comedy,Biography,Comedy,2003-09-12,Fall,2003.0,,,,,,,,,,,,,1,,,4,75.0,75.0,72.25,74.00187265917603,72.53125,90.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2924,tt0095800,The Bear,English,France,96,PG,60.0,37683333.333333336,TriStar Pictures,Best Film Editing,1,James Oliver Curwood,Gérard Brach,Jean-Jacques Annaud,Tchéky Karyo,Bart the Bear,Youk the Bear,Adventure' 'Family,Adventure,Family,1989-10-27,Fall,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,,,1,46.0,54.5,65.54545454545455,69.61320754716981,72.53125,62.27272727272727,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
2925,tt1286537,"Food, Inc.",English,USA,94,PG,80.0,2900000.0,Magnolia Pictures,"Best Documentary, Features",1,Robert Kenner,Elise Pearlstein,Robert Kenner,Michael Pollan,Eric Schlosser,Richard Lobb,Documentary' 'News,Documentary,News,2009-07-31,Summer,2009.0,,,,,,,,,,,,,1,,,1,89.0,84.5,80.5,69.61320754716981,72.34599156118144,80.9090909090909,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2926,tt0388789,Born Into Brothels: Calcutta's Red Light Kids,Bengali,USA,85,R,78.0,,Think Films,"Best Documentary, Features",1,Zana Briski,Ross Kauffman,Zana Briski,Kochi,Avijit Halder,Shanti Das,Documentary' 'Biography,Documentary,Biography,2005-03-11,Winter,2005.0,,,,,,,,,,,,,1,,,1,81.0,77.0,78.55555555555556,74.00187265917603,72.63362068965517,78.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2927,tt0307453,Shark Tale,English,USA,90,PG,48.0,75000000.0,DreamWorks Distribution,Best Animated Feature Film of the Year,1,Michael J. Wilson,Rob Letterman,Bibo Bergeron,Will Smith,Robert De Niro,Renée Zellweger,Animation' 'Adventure,Animation,Adventure,2004-10-01,Fall,2004.0,,,,,,,,,,,,,1,65.0,68.5,4,,,74.51020408163265,69.61320754716981,72.53125,71.88235294117646,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
2928,tt0078767,The Amityville Horror,English,USA,117,R,28.0,4700000.0,American International Pictures,"Best Music, Original Score",1,Sandor Stern,Jay Anson,Stuart Rosenberg,James Brolin,Margot Kidder,Rod Steiger,Horror,Horror,,1979-07-27,Summer,1980.0,,,,,,,,,,,,,3,,,1,52.0,45.0,38.5,74.00187265917603,72.34599156118144,27.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
